Id,Nombres,Apellidos,Edad,Nota 1,% Nota 1,Nota 2,% Nota 2,Nota 3,% Nota 3,Nota 4,% Nota 4,Nota 5,% Nota 5
48539831158,Pedro,González García,23,"1,2",10%,"2,1",20%,"1,4",30%,1,20%,"4,6",20%
28985955841,Carlos,Hernández Pérez,19,4,10%,"2,8",20%,"2,3",30%,"2,9",20%,"4,6",20%
36411156093,Juan,González González,21,"4,5",10%,"4,7",20%,"0,5",30%,"0,7",20%,"0,6",20%
43045799800,Juan,López Martínez,24,"4,8",10%,"0,1",20%,"4,2",30%,"3,5",20%,"0,4",20%
18495650732,Carlos Valentina,Sánchez Fernández,18,"2,2",10%,"3,7",20%,"1,6",30%,"1,4",20%,"1,4",20%
88167476287,Diego,Fernández Sánchez,24,2,10%,"2,5",20%,"0,4",30%,"0,4",20%,"1,2",20%
13058459716,Lucía Juan,González Fernández,18,0,10%,"4,4",20%,"2,7",30%,"2,9",20%,"1,8",20%
02656816857,Sofía,Sánchez Fernández,19,"2,8",10%,"0,3",20%,2,30%,"4,7",20%,"1,3",20%
02941986664,Lucía Juan,García Rodríguez,18,1,10%,"3,8",20%,"4,3",30%,"4,7",20%,"1,2",20%
74884613697,Valentina Luis,Hernández Gómez,28,"0,6",10%,"1,6",20%,"4,1",30%,"3,7",20%,"2,3",20%
63709255745,Juan Juan,Hernández González,22,"2,4",10%,1,20%,"0,9",30%,"0,6",20%,"0,9",20%
57481246147,Juan,López Gómez,18,"3,1",10%,"0,9",20%,"3,7",30%,"2,8",20%,"4,7",20%
83223987824,Diego,Martínez Hernández,22,"2,6",10%,"4,3",20%,"2,7",30%,"0,2",20%,"2,7",20%
74191208256,Luis,Pérez Fernández,23,"3,6",10%,"1,9",20%,0,30%,"4,3",20%,"0,1",20%
16311600645,Pedro,Martínez Sánchez,20,"4,9",10%,"0,8",20%,"4,4",30%,"3,4",20%,"1,7",20%
87783019825,María Carlos,Gómez Sánchez,19,"2,6",10%,"3,8",20%,"2,1",30%,"4,1",20%,0,20%
80557417950,María,Sánchez Martínez,24,"1,6",10%,"3,8",20%,"3,5",30%,"2,4",20%,"2,5",20%
91804032234,Juan Ana,Fernández Sánchez,27,"4,9",10%,3,20%,"2,4",30%,"1,4",20%,"1,1",20%
22214590865,Lucía María,Rodríguez Fernández,25,"3,6",10%,5,20%,"3,2",30%,"3,7",20%,"0,1",20%
43654039725,María,Pérez Rodríguez,25,"0,5",10%,"2,5",20%,0,30%,"1,3",20%,"4,7",20%
55472966085,Ana,Pérez González,21,3,10%,4,20%,"3,1",30%,"0,5",20%,3,20%
33651513713,Diego,López Fernández,27,"1,5",10%,"4,5",20%,"4,1",30%,"1,3",20%,"4,4",20%
52988260311,María Lucía,García Pérez,27,"2,5",10%,"4,3",20%,"2,3",30%,2,20%,"1,9",20%
10893803771,Carlos,Hernández Fernández,18,"2,8",10%,"4,6",20%,"2,1",30%,"4,1",20%,3,20%
15721770449,Valentina,Sánchez Hernández,20,"0,2",10%,"0,4",20%,"1,2",30%,"2,9",20%,"3,4",20%
06014939538,Pedro,Gómez Gómez,24,"2,4",10%,"3,5",20%,3,30%,"3,2",20%,"2,8",20%
67117456898,Lucía Valentina,Fernández Fernández,27,"4,9",10%,"1,5",20%,5,30%,"1,5",20%,4,20%
52577363340,Carlos,Gómez Sánchez,26,"3,1",10%,"1,7",20%,"3,2",30%,"3,7",20%,"4,2",20%
03724311660,Juan Valentina,Sánchez Fernández,22,"3,4",10%,"1,4",20%,"3,8",30%,"4,4",20%,"4,9",20%
99432936819,Ana,Pérez González,21,"1,8",10%,"2,2",20%,"2,6",30%,"1,8",20%,"2,1",20%
52105159942,Luis,Martínez Martínez,21,"2,2",10%,0,20%,"2,2",30%,1,20%,"2,7",20%
99481745417,Sofía Diego,González Gómez,28,"2,6",10%,"4,6",20%,"2,1",30%,"1,1",20%,3,20%
30933810318,Pedro María,Gómez Rodríguez,18,"4,1",10%,"2,4",20%,"0,1",30%,"2,3",20%,"0,5",20%
30352655503,Diego Carlos,Rodríguez Sánchez,23,"1,2",10%,"1,2",20%,1,30%,"3,2",20%,"2,8",20%
58985726030,Carlos,Fernández Rodríguez,27,"1,4",10%,"4,8",20%,"4,2",30%,"1,9",20%,"3,2",20%
86983730692,Valentina,Rodríguez Rodríguez,20,1,10%,"2,9",20%,"2,9",30%,"0,1",20%,"2,4",20%
96676618615,Valentina Sofía,Pérez Rodríguez,22,"4,2",10%,"0,2",20%,"3,7",30%,"3,4",20%,"3,6",20%
38092432341,Diego,Martínez Sánchez,27,"2,8",10%,"3,5",20%,"4,9",30%,"0,1",20%,"3,4",20%
77866302024,María,Sánchez Gómez,21,"4,9",10%,"3,4",20%,"4,3",30%,"3,3",20%,"4,2",20%
04194054320,Juan María,Pérez García,21,"0,4",10%,"1,4",20%,"2,1",30%,"3,6",20%,"4,6",20%
10316580632,Diego,Pérez Fernández,19,"1,4",10%,"1,1",20%,"4,7",30%,"0,3",20%,"1,4",20%
88204521932,Diego Juan,García Sánchez,19,"0,4",10%,0,20%,"2,5",30%,"0,1",20%,"0,4",20%
36162960957,Sofía,García González,28,"4,9",10%,"1,1",20%,"0,8",30%,"2,5",20%,"3,5",20%
81305693612,Juan,Fernández Fernández,25,1,10%,1,20%,"1,1",30%,"3,3",20%,"3,9",20%
43705567575,Juan Carlos,Rodríguez González,21,"4,5",10%,"0,9",20%,"4,1",30%,"1,8",20%,"1,7",20%
99881452007,Carlos,Fernández González,24,"2,4",10%,"2,3",20%,"0,5",30%,"2,1",20%,"0,7",20%
60904502353,Carlos,Pérez López,26,"4,7",10%,"4,2",20%,"1,9",30%,"4,5",20%,1,20%
50791883358,Valentina Sofía,Sánchez López,26,"2,5",10%,"2,2",20%,"2,2",30%,"4,9",20%,"1,9",20%
64476823099,Diego,García Hernández,18,"1,2",10%,1,20%,"3,6",30%,"3,9",20%,"0,3",20%
73743869915,Pedro,Fernández González,24,"1,8",10%,5,20%,"1,5",30%,"4,4",20%,"3,7",20%
54473948627,Ana Ana,Martínez Gómez,18,"3,8",10%,"0,2",20%,"2,4",30%,"3,6",20%,"3,8",20%
62901417290,Sofía Ana,Sánchez Fernández,19,"3,6",10%,"3,8",20%,"4,1",30%,"2,9",20%,"0,8",20%
78231138086,Ana,Fernández González,22,"2,3",10%,"0,3",20%,"2,4",30%,3,20%,"4,7",20%
84536085878,Sofía Sofía,Rodríguez García,23,"4,5",10%,1,20%,"4,7",30%,3,20%,0,20%
30248179976,María,Hernández González,20,"1,7",10%,"2,9",20%,"3,3",30%,"1,9",20%,"1,8",20%
92019587652,Luis,Gómez Pérez,21,"0,9",10%,"2,2",20%,"4,4",30%,"4,9",20%,"1,7",20%
81523418304,Pedro,Gómez López,25,"0,7",10%,"0,5",20%,"2,3",30%,"1,5",20%,3,20%
72093398927,Ana Juan,López Pérez,23,"3,4",10%,1,20%,"2,5",30%,"0,4",20%,"1,1",20%
35277225049,Luis Pedro,Hernández García,24,"4,3",10%,"4,6",20%,"0,2",30%,1,20%,"3,7",20%
67006667798,Luis,López Pérez,23,"0,4",10%,2,20%,"3,8",30%,"3,9",20%,"1,4",20%
03908946106,Carlos,Rodríguez Gómez,28,"4,2",10%,"4,1",20%,"2,2",30%,"2,8",20%,"1,6",20%
23913083869,María,Pérez Martínez,28,"0,3",10%,"1,8",20%,"4,4",30%,"4,9",20%,"3,1",20%
18027418530,María,Gómez Martínez,24,"3,2",10%,"1,2",20%,"1,6",30%,5,20%,"2,7",20%
60258908221,Ana Lucía,Sánchez García,22,"1,6",10%,"2,8",20%,1,30%,"1,4",20%,"3,7",20%
28160297969,Luis,Hernández García,25,"3,8",10%,"3,8",20%,5,30%,"4,2",20%,"2,4",20%
88826857482,Ana María,García Sánchez,19,"4,3",10%,"2,6",20%,"2,1",30%,"0,2",20%,"3,2",20%
63968546601,Carlos,Martínez González,25,"4,5",10%,"3,1",20%,"1,5",30%,"3,8",20%,"1,6",20%
94424519997,Pedro,Martínez Gómez,20,"3,5",10%,"0,6",20%,"0,6",30%,"4,1",20%,"1,7",20%
56758943566,Diego Sofía,Gómez Fernández,28,"0,4",10%,"1,6",20%,"2,8",30%,"2,8",20%,2,20%
31090199934,Lucía Valentina,Hernández Gómez,24,"4,4",10%,"2,3",20%,"4,5",30%,"2,8",20%,"1,4",20%
79983652451,Valentina Ana,Rodríguez López,20,"1,7",10%,"1,4",20%,"0,6",30%,"4,4",20%,"4,5",20%
67424998008,Valentina,Gómez Hernández,27,"4,8",10%,"2,1",20%,"3,4",30%,"2,2",20%,3,20%
22611727092,Ana Luis,Rodríguez Sánchez,25,"3,5",10%,"4,5",20%,"1,3",30%,"2,4",20%,"4,4",20%
59659628314,Luis,Fernández González,18,"2,1",10%,"2,3",20%,"1,8",30%,2,20%,"0,5",20%
47818729224,Sofía,Fernández Rodríguez,20,"2,5",10%,"2,1",20%,"1,1",30%,"1,6",20%,"4,6",20%
63896942231,Valentina Ana,Fernández Gómez,21,"4,4",10%,"2,8",20%,"0,8",30%,"4,7",20%,"3,1",20%
71753511051,Sofía Carlos,González Rodríguez,27,3,10%,"1,6",20%,"2,4",30%,1,20%,4,20%
86421120852,Diego,Fernández Fernández,26,3,10%,"2,3",20%,3,30%,"4,1",20%,"2,9",20%
08109100919,María Luis,Rodríguez Fernández,27,"3,9",10%,"4,4",20%,5,30%,"3,5",20%,"2,8",20%
68092826404,Diego María,Fernández López,27,"1,3",10%,"0,9",20%,"2,6",30%,"3,4",20%,"2,7",20%
44728573293,María,González Sánchez,21,"3,7",10%,"3,2",20%,3,30%,"2,6",20%,"0,9",20%
20648703660,Luis,García Hernández,18,"0,4",10%,"3,2",20%,"3,5",30%,"2,4",20%,1,20%
93829317349,Diego Sofía,Rodríguez Sánchez,28,"0,4",10%,"2,6",20%,"0,7",30%,"3,1",20%,"0,8",20%
91886470717,María Sofía,Gómez Fernández,19,"0,9",10%,"0,3",20%,"0,7",30%,"1,4",20%,"0,1",20%
07058805108,Ana,Hernández Hernández,25,"2,2",10%,"4,1",20%,"4,3",30%,"2,6",20%,"3,8",20%
18930291163,Juan,Hernández Gómez,24,"1,6",10%,"4,1",20%,5,30%,1,20%,"0,4",20%
40265593373,Luis Sofía,Sánchez López,25,"3,7",10%,"0,1",20%,"3,1",30%,"1,2",20%,"0,7",20%
15572619653,Sofía Valentina,Sánchez Martínez,20,"4,6",10%,"3,5",20%,"2,5",30%,"0,3",20%,"0,2",20%
81328668942,Luis,Rodríguez Rodríguez,28,"1,2",10%,"3,2",20%,"4,4",30%,"1,7",20%,"0,9",20%
44941868318,Luis,Hernández Pérez,22,"0,2",10%,"2,5",20%,3,30%,"2,1",20%,"4,7",20%
91511185894,Lucía Pedro,Gómez Sánchez,23,"0,5",10%,"2,3",20%,"1,2",30%,"2,7",20%,4,20%
67232747782,Valentina Pedro,González Gómez,25,"4,4",10%,"2,4",20%,"0,3",30%,"3,5",20%,"3,6",20%
68711325559,Lucía Pedro,Gómez Rodríguez,27,4,10%,5,20%,"4,7",30%,"0,1",20%,"3,5",20%
31627444378,Lucía Lucía,Rodríguez Rodríguez,19,"2,7",10%,"1,6",20%,"2,5",30%,"3,4",20%,"0,4",20%
56751074470,Juan Carlos,García Martínez,21,"0,2",10%,"2,9",20%,"4,3",30%,"2,4",20%,"3,8",20%
91713256538,Lucía Valentina,Pérez González,24,3,10%,"4,6",20%,"1,5",30%,"1,6",20%,"3,3",20%
46824349729,Luis Valentina,Hernández Rodríguez,19,"4,5",10%,"2,4",20%,"1,1",30%,"3,6",20%,"1,2",20%
65957267138,Pedro Diego,Sánchez Sánchez,18,"4,7",10%,"2,3",20%,"4,4",30%,"2,3",20%,"0,7",20%
70073721422,Pedro Pedro,Rodríguez García,27,"3,6",10%,2,20%,"3,9",30%,"0,5",20%,"4,7",20%
37729898486,Valentina Valentina,Sánchez Rodríguez,21,"4,9",10%,"2,2",20%,"0,6",30%,"4,7",20%,"4,5",20%
52555884612,Luis Carlos,Fernández Rodríguez,19,"0,8",10%,"2,3",20%,"3,1",30%,"2,8",20%,"4,6",20%
65633211259,Lucía Lucía,González Sánchez,23,"1,9",10%,3,20%,"0,3",30%,0,20%,"3,2",20%
74964784393,María,Fernández Gómez,25,4,10%,"4,3",20%,"2,8",30%,"1,7",20%,"0,5",20%
61114470311,Ana Juan,Sánchez García,23,"1,6",10%,5,20%,"4,4",30%,3,20%,"4,5",20%
33003248734,Juan Sofía,López Hernández,28,"3,8",10%,"0,6",20%,5,30%,"4,5",20%,"0,4",20%
38901965895,Ana,Hernández Rodríguez,22,"4,2",10%,2,20%,"3,1",30%,1,20%,"4,9",20%
06749737778,Sofía Pedro,Martínez Gómez,23,"3,8",10%,0,20%,"4,4",30%,"4,1",20%,"3,7",20%
93028262834,Diego,Pérez Hernández,27,"1,6",10%,"0,5",20%,"4,8",30%,"1,6",20%,"3,7",20%
32025433481,Diego Diego,Gómez Pérez,21,"4,4",10%,"1,8",20%,"1,2",30%,"3,7",20%,"1,9",20%
52157546910,Ana,Hernández Rodríguez,25,"2,2",10%,"4,1",20%,"2,8",30%,"2,3",20%,"0,6",20%
93262370070,Carlos,Hernández García,28,"2,2",10%,3,20%,"4,7",30%,"1,2",20%,"0,4",20%
13188700511,Luis Sofía,Sánchez Martínez,21,"0,2",10%,"2,5",20%,"2,3",30%,"4,4",20%,"0,2",20%
81639520385,María,Gómez Gómez,28,"2,1",10%,"0,2",20%,"3,8",30%,"3,5",20%,"2,7",20%
76694349750,Luis,Hernández Rodríguez,21,"3,9",10%,"2,7",20%,"4,8",30%,"4,1",20%,"0,3",20%
63022063912,Carlos,Sánchez López,25,2,10%,"1,9",20%,"1,7",30%,4,20%,"4,6",20%
40307330865,Luis Sofía,García Sánchez,23,"4,2",10%,5,20%,4,30%,"0,8",20%,"4,1",20%
69735678238,Valentina,Fernández Fernández,28,"2,3",10%,"3,4",20%,"3,4",30%,4,20%,"2,8",20%
99251410750,Valentina Valentina,Sánchez Gómez,22,"1,6",10%,"0,4",20%,"1,9",30%,"1,5",20%,"0,7",20%
78520273834,Diego Juan,Rodríguez García,22,"0,4",10%,5,20%,"4,6",30%,"3,4",20%,"0,2",20%
42897000854,Diego,Hernández González,25,"2,9",10%,"0,5",20%,"2,7",30%,"0,8",20%,"1,4",20%
31158520265,Carlos Luis,García Pérez,25,"2,3",10%,"3,6",20%,"3,9",30%,"3,7",20%,"3,4",20%
64471538463,Sofía Lucía,Rodríguez Martínez,22,"1,6",10%,"2,9",20%,"2,1",30%,"1,9",20%,"1,8",20%
48348234305,Juan Luis,Martínez Sánchez,24,"4,8",10%,3,20%,"3,2",30%,2,20%,"0,4",20%
58198443896,Ana,Martínez Fernández,23,"1,7",10%,"4,5",20%,"2,3",30%,"2,2",20%,"1,9",20%
19351446272,Luis María,Pérez González,24,"2,9",10%,"4,3",20%,"3,4",30%,"3,1",20%,"4,2",20%
07342206075,Diego Juan,Fernández Rodríguez,19,1,10%,"3,3",20%,"0,3",30%,"0,7",20%,"2,1",20%
14450075864,Ana,González Pérez,26,"3,9",10%,"4,3",20%,"1,9",30%,"3,4",20%,"2,9",20%
61313974826,Carlos,Gómez Sánchez,28,"4,7",10%,"1,8",20%,"1,5",30%,"1,7",20%,"3,7",20%
98280573883,Pedro,Rodríguez Fernández,28,4,10%,"1,8",20%,"1,3",30%,"1,1",20%,"4,4",20%
56431652881,Diego,Fernández Sánchez,24,"2,6",10%,"1,1",20%,3,30%,"4,4",20%,"1,6",20%
45283196358,Pedro,Pérez Hernández,23,"2,8",10%,"2,4",20%,"1,9",30%,"3,5",20%,"2,2",20%
20007310486,Luis Pedro,López Hernández,24,"0,3",10%,"1,7",20%,"2,6",30%,"2,9",20%,"3,1",20%
34968465042,Pedro,García González,18,"4,3",10%,"2,7",20%,"2,4",30%,"0,4",20%,"3,8",20%
72169258629,Ana Lucía,Hernández Hernández,26,"0,1",10%,"2,8",20%,"3,6",30%,"0,5",20%,"4,1",20%
37599008808,Carlos,González Martínez,25,"1,7",10%,"3,7",20%,"2,8",30%,"4,4",20%,"2,3",20%
36382310439,Ana,Fernández Pérez,25,"2,9",10%,"3,7",20%,"3,5",30%,"1,1",20%,"2,2",20%
06900529254,Luis,Martínez Hernández,21,"1,8",10%,"1,5",20%,"0,3",30%,"4,5",20%,"1,6",20%
47018875579,Diego,Hernández García,20,"0,5",10%,"0,9",20%,"1,5",30%,"3,2",20%,"4,1",20%
82615678590,Juan Sofía,González Sánchez,21,"4,3",10%,"3,7",20%,"3,7",30%,"0,6",20%,"0,3",20%
81652664419,María Carlos,Pérez Hernández,21,"2,8",10%,"0,3",20%,0,30%,2,20%,"2,9",20%
30372205287,Pedro,Hernández Martínez,25,"3,3",10%,"0,8",20%,5,30%,"4,8",20%,2,20%
51839390429,Sofía,González López,19,"1,3",10%,"2,8",20%,"0,3",30%,"0,6",20%,"0,3",20%
35320807696,María Ana,Pérez Rodríguez,22,"2,2",10%,5,20%,"2,1",30%,"2,1",20%,"1,3",20%
89367648020,Juan,Hernández Rodríguez,24,"1,2",10%,"3,2",20%,"0,5",30%,"2,9",20%,"2,8",20%
29187121808,Luis Ana,García Sánchez,25,"2,5",10%,"1,4",20%,5,30%,"2,5",20%,"0,7",20%
32299827726,Luis Diego,Gómez Pérez,26,4,10%,"4,9",20%,"4,3",30%,"0,6",20%,"1,5",20%
52732941468,Valentina Juan,González Gómez,21,"4,5",10%,"3,1",20%,"2,8",30%,"2,8",20%,"4,3",20%
62771177783,Valentina Valentina,Pérez Martínez,20,"2,9",10%,"1,1",20%,0,30%,"3,1",20%,"2,1",20%
59450969556,Juan Lucía,Martínez Gómez,19,"3,1",10%,"1,5",20%,"0,4",30%,"4,8",20%,"1,7",20%
42158812028,Lucía,Martínez Martínez,24,"1,3",10%,"3,7",20%,"2,2",30%,"1,6",20%,"2,9",20%
61683613817,Juan,López Pérez,25,"3,5",10%,"1,7",20%,"0,3",30%,"0,5",20%,"2,7",20%
58334495956,Diego,López Rodríguez,28,"0,9",10%,"1,6",20%,"1,4",30%,0,20%,"4,4",20%
59782290342,Diego,Fernández García,22,"4,3",10%,"1,2",20%,"3,5",30%,"1,6",20%,5,20%
06150610853,Valentina Diego,García Fernández,18,"0,5",10%,4,20%,"1,1",30%,"1,9",20%,"4,7",20%
43325542898,Luis Pedro,Sánchez Rodríguez,18,"3,4",10%,"4,1",20%,"1,3",30%,"0,7",20%,"3,8",20%
91571960099,Lucía Sofía,Pérez González,21,"1,8",10%,"2,2",20%,"1,2",30%,"0,4",20%,"0,8",20%
00133421213,Luis,García Fernández,25,"3,1",10%,2,20%,"0,4",30%,"4,6",20%,"1,5",20%
80845746455,María,Pérez González,27,"3,4",10%,"3,3",20%,"3,5",30%,"4,5",20%,"1,3",20%
89428064188,Luis Luis,García Sánchez,25,"4,6",10%,"3,1",20%,"4,1",30%,"1,9",20%,"4,1",20%
90227554254,Carlos Diego,López Fernández,19,"0,9",10%,"0,7",20%,5,30%,"3,4",20%,"3,4",20%
20029212969,Pedro Sofía,García López,25,2,10%,"0,9",20%,"4,1",30%,5,20%,"0,4",20%
51606994007,Ana,López Sánchez,27,"4,9",10%,"4,1",20%,"3,8",30%,"2,3",20%,"2,6",20%
78522534040,Lucía Sofía,López Martínez,18,"1,4",10%,"0,9",20%,"3,9",30%,"4,5",20%,"0,1",20%
65172802610,Luis,Fernández Sánchez,22,"0,4",10%,"1,1",20%,1,30%,"0,8",20%,1,20%
69051079771,Lucía,Sánchez Hernández,28,"1,7",10%,"1,7",20%,"0,7",30%,5,20%,"1,5",20%
12244206363,Juan Ana,Fernández Martínez,28,"2,2",10%,"0,9",20%,"0,4",30%,"4,7",20%,"2,4",20%
37018516878,Juan Valentina,Martínez González,20,"0,3",10%,"1,5",20%,4,30%,"0,2",20%,"3,1",20%
87478752712,Luis Diego,García Rodríguez,27,"2,8",10%,"4,7",20%,"1,5",30%,"2,9",20%,"2,7",20%
81333302451,Pedro,López Fernández,28,2,10%,"1,9",20%,"4,3",30%,"3,4",20%,"4,9",20%
48098891985,Ana,Martínez Martínez,22,"0,1",10%,"2,9",20%,"1,3",30%,"4,4",20%,"3,7",20%
33497340742,Diego,Sánchez Gómez,24,"2,5",10%,"1,5",20%,"4,8",30%,"4,4",20%,"2,9",20%
33102977326,Luis Ana,López Hernández,27,"3,5",10%,"4,1",20%,"4,9",30%,"3,3",20%,"4,8",20%
73453578942,Diego,Pérez Pérez,26,4,10%,"3,5",20%,"0,9",30%,"1,6",20%,"3,8",20%
98538083560,Diego,González Sánchez,27,1,10%,"2,2",20%,"2,7",30%,"1,6",20%,"3,6",20%
73701251677,Luis,Fernández Fernández,27,"2,3",10%,"1,9",20%,"3,3",30%,"4,4",20%,"2,1",20%
23078635776,Carlos Valentina,Martínez Fernández,21,"4,7",10%,"0,2",20%,0,30%,"4,3",20%,"3,9",20%
88357974536,María,Martínez Hernández,20,"0,3",10%,"1,4",20%,"4,6",30%,"4,4",20%,"0,2",20%
50926559439,Valentina Diego,Hernández Rodríguez,24,"2,9",10%,"4,1",20%,1,30%,"4,3",20%,5,20%
67431444516,Lucía Juan,Gómez Rodríguez,19,"1,5",10%,"1,4",20%,"1,3",30%,2,20%,"3,2",20%
64386812571,Ana María,Pérez Rodríguez,26,"0,4",10%,"4,1",20%,"4,2",30%,"0,4",20%,"4,5",20%
24838071277,Ana,Sánchez Rodríguez,21,"1,2",10%,"2,8",20%,"3,5",30%,"3,4",20%,"0,4",20%
65088665032,Carlos,Sánchez López,26,"2,1",10%,"1,1",20%,"4,4",30%,"2,9",20%,"4,7",20%
26808413363,Ana,López Pérez,18,"4,9",10%,"3,4",20%,"0,1",30%,"3,2",20%,"0,5",20%
89520774127,Luis,Martínez García,27,"3,6",10%,"0,6",20%,"0,6",30%,"1,2",20%,"0,5",20%
74749478577,María,Sánchez Hernández,21,"1,4",10%,"0,4",20%,"2,6",30%,"0,2",20%,"1,3",20%
34129801620,Lucía,Pérez Hernández,27,"1,8",10%,"2,4",20%,"2,9",30%,"2,6",20%,"3,2",20%
99756713193,Sofía,Martínez Martínez,18,"2,4",10%,"1,7",20%,"0,1",30%,"2,9",20%,"0,7",20%
29044426691,Pedro,Pérez Fernández,24,"3,6",10%,"0,5",20%,"4,3",30%,"3,1",20%,"2,5",20%
74987881627,Carlos,Hernández Martínez,25,"2,6",10%,"3,4",20%,"3,3",30%,"4,7",20%,"4,1",20%
67052035523,Carlos Ana,Rodríguez Hernández,23,"1,9",10%,"1,3",20%,"4,8",30%,"1,5",20%,"2,1",20%
41436721354,Luis María,Martínez Martínez,25,"3,5",10%,"1,2",20%,"0,2",30%,"4,5",20%,"1,9",20%
66976353330,Pedro Luis,Pérez Sánchez,19,"2,9",10%,"2,2",20%,"3,2",30%,"2,6",20%,"0,9",20%
65962425715,Diego Carlos,García López,19,"3,7",10%,"3,7",20%,"3,9",30%,"2,3",20%,"1,2",20%
01104899859,Luis Carlos,Sánchez López,24,3,10%,"4,1",20%,"3,3",30%,4,20%,"2,7",20%
89403404804,Diego Carlos,Fernández González,25,"2,4",10%,"3,2",20%,"4,5",30%,"1,1",20%,"4,8",20%
64848932852,Luis Carlos,Rodríguez Sánchez,24,"4,2",10%,"4,6",20%,"0,3",30%,"2,2",20%,"3,9",20%
70110352877,Juan,Sánchez Fernández,28,"3,4",10%,"0,7",20%,0,30%,"3,3",20%,"4,4",20%
57047020798,Juan,Pérez Fernández,20,"3,6",10%,"3,8",20%,"3,1",30%,"1,3",20%,"1,8",20%
33639441769,Valentina María,Rodríguez Fernández,19,1,10%,0,20%,"2,3",30%,"3,2",20%,"1,9",20%
18597483391,Carlos Diego,Hernández Rodríguez,27,"4,5",10%,"4,4",20%,"4,5",30%,"3,8",20%,"0,3",20%
26686314066,Luis,Fernández Sánchez,26,"1,4",10%,"2,3",20%,"4,3",30%,"4,3",20%,"2,8",20%
59262911310,Sofía,Rodríguez Gómez,26,2,10%,"0,5",20%,"2,6",30%,"3,2",20%,"2,3",20%
70032239958,María,Rodríguez Gómez,28,"1,8",10%,"3,8",20%,4,30%,"4,6",20%,"2,4",20%
07993685330,Valentina Pedro,González Hernández,18,"4,5",10%,"0,3",20%,"3,8",30%,"4,1",20%,"3,1",20%
60530018899,María,Rodríguez García,20,"2,5",10%,3,20%,"3,2",30%,"2,9",20%,"4,4",20%
20625267672,Sofía Pedro,Rodríguez Hernández,21,"2,3",10%,"0,7",20%,"0,9",30%,"4,4",20%,0,20%
34722655587,Luis María,López Rodríguez,27,"0,8",10%,"2,2",20%,"3,6",30%,"0,8",20%,"0,2",20%
40420922075,María Ana,Gómez Rodríguez,28,"2,4",10%,"1,7",20%,"1,8",30%,"3,6",20%,3,20%
57381357178,Valentina María,Gómez García,25,"1,5",10%,"3,2",20%,"2,5",30%,"1,3",20%,1,20%
18643199125,Carlos,Pérez López,20,"4,6",10%,"4,9",20%,"1,5",30%,"1,4",20%,"1,5",20%
27311442860,Luis,Hernández Pérez,26,"0,1",10%,"4,5",20%,"2,1",30%,"3,1",20%,"1,6",20%
79174509212,Valentina Sofía,Fernández Pérez,25,"0,4",10%,"3,3",20%,4,30%,"4,5",20%,"1,5",20%
09847044743,Pedro,Martínez Fernández,23,"0,9",10%,"4,5",20%,"0,8",30%,"1,8",20%,"3,1",20%
29735028318,Juan Ana,Rodríguez Gómez,22,3,10%,"2,5",20%,"3,2",30%,"1,1",20%,"4,9",20%
15697147513,Carlos María,Pérez Gómez,21,"0,9",10%,5,20%,"0,1",30%,"4,5",20%,"1,5",20%
48523461702,Luis,García Rodríguez,28,"0,4",10%,"2,3",20%,4,30%,"3,7",20%,"0,9",20%
55933007412,Ana Carlos,Martínez López,21,"3,1",10%,"1,9",20%,"4,6",30%,"2,9",20%,"2,6",20%
03411026761,Sofía Luis,Martínez Rodríguez,24,"0,1",10%,"3,3",20%,"1,7",30%,"2,4",20%,"1,5",20%
25825433611,Diego,Martínez Martínez,19,2,10%,"1,5",20%,"0,3",30%,"1,5",20%,2,20%
88312254114,Valentina,Gómez Sánchez,26,"4,2",10%,"3,6",20%,"3,4",30%,"4,5",20%,"2,2",20%
40704554495,Juan,Sánchez Martínez,19,"1,5",10%,"4,8",20%,"1,4",30%,"3,4",20%,"4,2",20%
67361634954,María Juan,Rodríguez González,21,"2,2",10%,"0,8",20%,"4,1",30%,"4,3",20%,"1,5",20%
22119161426,Juan Lucía,López García,21,"4,8",10%,"3,5",20%,"3,4",30%,"2,9",20%,"1,2",20%
77876537029,María,Hernández García,26,"4,4",10%,"4,7",20%,"3,3",30%,"3,1",20%,"3,6",20%
55481417512,Carlos,García González,22,"4,4",10%,"4,3",20%,"2,3",30%,"0,3",20%,"3,5",20%
90377933093,Lucía,Gómez Fernández,22,"3,9",10%,"3,3",20%,"4,5",30%,"1,1",20%,"0,8",20%
94528393763,Ana,Rodríguez Hernández,19,"1,2",10%,"4,1",20%,"0,5",30%,"2,3",20%,"0,5",20%
52194528484,Carlos Diego,Hernández Sánchez,28,"4,2",10%,"3,9",20%,"0,7",30%,"3,7",20%,"1,8",20%
96237081436,Juan,Fernández Martínez,24,"4,4",10%,"3,9",20%,"4,6",30%,"1,2",20%,"1,1",20%
71163345294,Sofía Ana,García González,24,"3,7",10%,"1,4",20%,"1,2",30%,"0,6",20%,"4,1",20%
76429008765,Lucía,Fernández Hernández,20,"1,2",10%,"4,4",20%,"3,6",30%,"1,1",20%,"2,3",20%
39289051263,Carlos,Pérez Fernández,23,"2,8",10%,"2,7",20%,"2,7",30%,4,20%,"2,8",20%
55464134225,Sofía Lucía,Sánchez Sánchez,26,"3,6",10%,"4,1",20%,"4,5",30%,"4,1",20%,"0,1",20%
